iter	Logloss
225	0.3841706524
226	0.383944211
227	0.383657348
228	0.3835089303
229	0.3832509507
230	0.3831539819
231	0.3829953555
232	0.3827947674
233	0.3826025353
234	0.3823949512
235	0.3820869246
236	0.3818870055
237	0.3816345841
238	0.3815023536
239	0.3813145177
240	0.3811621435
241	0.3809154622
242	0.3807481704
243	0.3805757303
244	0.380183958
245	0.3800073764
246	0.3798081794
247	0.3796295065
248	0.3795073223
249	0.3793611499
250	0.3791503734
251	0.3789930118
252	0.3788492714
253	0.3787512457
254	0.3786197465
255	0.3782928655
256	0.3780162158
257	0.3778257655
258	0.3777300867
259	0.3776447687
260	0.3775049477
261	0.3772177039
262	0.3770988967
263	0.3769600284
264	0.3767785372
265	0.3766474603
266	0.3764227878
267	0.3762525085
268	0.3761430395
269	0.3759959713
270	0.3757738189
271	0.3756476586
272	0.3753919287
273	0.3751742304
274	0.3750693231
275	0.374990448
276	0.3749373816
277	0.3747617188
278	0.3745556461
279	0.3743727932
280	0.3742217524
281	0.3740033052
282	0.373879374
283	0.3736105718
284	0.3733933172
285	0.3732567634
286	0.3731328157
287	0.3729437737
288	0.3727685584
289	0.3725271573
290	0.3723941278
291	0.372228844
292	0.3721257067
293	0.372040844
294	0.3717709734
295	0.3716643612
296	0.3715190821
297	0.3713847816
298	0.3712131037
299	0.3710468321
300	0.370814075
301	0.3706946892
302	0.3705336145
303	0.3704245572
304	0.3701685739
305	0.3700449222
306	0.3699421556
307	0.3697362704
308	0.3696198461
309	0.3694802704
310	0.3693773752
311	0.3693086238
312	0.3691815576
313	0.3689632933
314	0.3688540659
315	0.3686502638
316	0.3685518354
317	0.3684832293
318	0.36835072
319	0.3681984532
320	0.3680154884
321	0.3678513538
322	0.367641042
323	0.367487438
324	0.3673492758
325	0.3671893461
326	0.3670808676
327	0.3669820563
328	0.3668134915
329	0.3666016864
330	0.3665205149
331	0.366429761
332	0.3662565076
333	0.366161684
334	0.3659423191
335	0.3657624105
336	0.3656649546
337	0.3655630792
338	0.3654805923
339	0.3652428437
340	0.3650708358
341	0.3648962196
342	0.3647957191
343	0.3645590288
344	0.3643807422
345	0.3642763451
346	0.3641721653
347	0.3640490975
348	0.3638592925
349	0.3637214459
350	0.3635165243
351	0.363377233
352	0.3632146332
353	0.3630834604
354	0.3629124007
355	0.3627947802
356	0.362679656
357	0.3624957545
358	0.3623263664
359	0.3621564914
360	0.3620420996
361	0.3619691571
362	0.3618133305
363	0.3617199899
364	0.3616302127
365	0.3614843693
366	0.3613990254
367	0.3613475055
368	0.3611726212
369	0.3610251541
370	0.3608793897
371	0.3607901404
372	0.3606983274
373	0.3605461898
374	0.3603985544
375	0.3602445305
376	0.3601965309
377	0.3600996454
378	0.3599858697
379	0.3598874429
380	0.3597256031
381	0.359578505
382	0.3594347752
383	0.3593440955
384	0.3591587641
385	0.3590274086
386	0.3588983566
387	0.3587301558
388	0.3585929591
389	0.3584553381
390	0.3583450417
391	0.358267594
392	0.3581425956
393	0.3580539139
394	0.3578766054
395	0.357791409
396	0.3575985278
397	0.3574518303
398	0.3572938188
399	0.357169295
400	0.3569767265
401	0.3569018473
402	0.3566942823
403	0.3565992658
404	0.3564091286
405	0.3562899246
406	0.3561228562
407	0.3559849432
408	0.3557872377
409	0.3556555555
410	0.3554967472
411	0.3554597413
412	0.3553935276
413	0.3552556122
414	0.3550152742
415	0.3549425201
416	0.3548141048
417	0.3546761249
418	0.3545457148
419	0.354427431
420	0.3542913963
421	0.3541116186
422	0.3539655106
423	0.35378156
424	0.3536774422
425	0.3534974307
426	0.353417925
427	0.3532751783
428	0.3532041185
429	0.3531259325
430	0.353005953
431	0.3529076656
432	0.3527560487
433	0.3526060348
434	0.3524661279
435	0.3523701026
436	0.3522702235
437	0.3521577211
438	0.3520466877
439	0.3518553465
440	0.3517454769
441	0.3516805946
442	0.3514858299
443	0.3514183687
444	0.3513188674
445	0.3512458603
446	0.3511835853
447	0.3510165012
448	0.3509049547
449	0.3507463001
450	0.3506803867
451	0.3505251806
452	0.3503988686
453	0.3502864283
454	0.3501066937
455	0.3500219139
456	0.3499293506
457	0.3497629635
458	0.3496018592
459	0.3495418709
460	0.3494631846
461	0.3493371919
462	0.3492496995
463	0.3491742855
464	0.3490308499
465	0.3489510311
466	0.3488634691
467	0.3487258791
468	0.3486860424
469	0.3484683096
470	0.3483449726
471	0.3482393347
472	0.3481440779
473	0.347991479
474	0.347854531
475	0.3478140749
476	0.3476821916
477	0.3476173406
478	0.3475353784
479	0.3474451878
480	0.3473883092
481	0.3471577551
482	0.3470328706
483	0.3469244848
484	0.3467608376
485	0.3466126103
486	0.3465373238
487	0.3464725154
488	0.346290705
489	0.3461745253
490	0.3460312434
491	0.3459174323
492	0.3457475144
493	0.3456662331
494	0.3455543942
495	0.3454592153
496	0.3453187502
497	0.3451589412
498	0.3449589562
499	0.3448600289
500	0.3446753861
501	0.3446183772
502	0.3444874594
503	0.344423052
504	0.3443530409
505	0.3442327533
506	0.3441625348
507	0.3440643565
508	0.343988007
509	0.343833735
510	0.3437457725
511	0.3436624167
512	0.3436066068
513	0.3434109859
514	0.3431948576
515	0.3431445357
516	0.3429396132
517	0.3428298448
518	0.3426808096
519	0.342618398
520	0.3425637676
521	0.3423792039
522	0.3423372031
523	0.3422279148
524	0.3421169309
525	0.3420141822
526	0.3418690569
527	0.3417467465
528	0.3416646809
529	0.3415806631
530	0.341490248
531	0.3413242073
532	0.3412665045
533	0.3411607483
534	0.3410963436
535	0.3409646638
536	0.340783565
537	0.3407126104
538	0.3406499195
539	0.3404991547
540	0.3403469196
541	0.3402324216
542	0.3401173157
543	0.3400355206
544	0.339996762
545	0.3398782831
546	0.3397894383
547	0.3396700997
548	0.3396117631
549	0.3395046266
550	0.3393976301
551	0.3392656069
552	0.3391344293
553	0.3390202842
554	0.338893518
555	0.3387705502
556	0.3386698446
557	0.3385822291
558	0.3384834041
559	0.3383482289
560	0.3382749213
561	0.3381832371
562	0.338097911
563	0.338006667
564	0.3379143014
565	0.3378435971
566	0.3376426952
567	0.3375987316
568	0.337502112
569	0.3373029556
570	0.3371229174
571	0.3370454211
572	0.3369849807
573	0.3369419276
574	0.3367846233
575	0.3367132151
576	0.3365551208
577	0.3364144807
578	0.3363016436
579	0.3361377409
580	0.3360053361
581	0.3358732264
582	0.3357832817
583	0.3356074975
584	0.3354822343
585	0.3353367078
586	0.3352238126
587	0.3351268683
588	0.3349452916
589	0.3348047797
590	0.3346738773
591	0.3345877181
592	0.3345374446
593	0.3344392285
594	0.3343697975
595	0.3342132203
596	0.3340710216
597	0.3340007235
598	0.3338708826
599	0.3338176116
600	0.3337002023
601	0.3336230947
602	0.3335555143
603	0.3334659459
604	0.3333057094
605	0.3332305398
606	0.3331255226
607	0.333083811
608	0.3329669916
609	0.3328105644
610	0.332703999
611	0.3325586377
612	0.3324475434
613	0.3323943793
614	0.3322414279
615	0.3321737081
616	0.3320138208
617	0.3319088364
618	0.3318258983
619	0.3317759265
620	0.331683598
621	0.3315234296
622	0.3313846624
623	0.3312665529
624	0.3310841768
625	0.3309797132
626	0.3308376286
627	0.3307872533
628	0.3307057341
629	0.3305948181
630	0.3304421235
631	0.3303445716
632	0.3302469254
633	0.3301688383
634	0.3301023679
635	0.3300033701
636	0.3298883944
637	0.3297320271
638	0.3296061704
639	0.3295228317
640	0.329457657
641	0.3293676533
642	0.3292789801
643	0.3291220566
644	0.3290789086
645	0.3289767889
646	0.3288663443
647	0.3287701707
648	0.3286394077
649	0.3285386606
650	0.3284728316
651	0.3284280304
652	0.328384338
653	0.3282791371
654	0.3281965861
655	0.3281166729
656	0.3279988849
657	0.3279291185
658	0.3278846494
659	0.3278269938
660	0.3277564389
661	0.3276623075
662	0.3275386518
663	0.3274196661
664	0.3273350626
665	0.3272146485
666	0.3271141041
667	0.3270106582
668	0.3268438879
669	0.326707088
670	0.32666005
671	0.3265654625
672	0.3264280006
673	0.3263085661
674	0.3261227136
675	0.326057308
676	0.3259722085
677	0.3258357873
678	0.3257032787
679	0.3256171346
680	0.3255628719
681	0.3254818276
682	0.3253485986
683	0.3252601673
684	0.3251824324
685	0.3250746047
686	0.3249741481
687	0.3249101976
688	0.3247727739
689	0.3246506785
690	0.3245709254
691	0.3244845372
692	0.3243949801
693	0.3243226839
694	0.3242500207
695	0.3241519002
696	0.3240727168
697	0.3239463734
698	0.3238815771
699	0.3237663705
700	0.3236815401
701	0.3236361717
702	0.3235674098
703	0.3234494736
704	0.323340464
705	0.3232575825
706	0.3231586621
707	0.3230703663
708	0.3230031929
709	0.3229437479
710	0.3228318879
711	0.3227258889
712	0.3226352051
